0,0.1,0.2,0.3
0,0.0,823.6325750257108,2028.5193176545135
1,903.728503436341,1199.7182633847965,2076.409942654514
2,1200.3625824204266,1432.561876486156,2076.409942654514
3,1379.9524261704269,1619.2960735399497,2114.722442654513
4,1566.7891449204271,1795.298847070335,2224.870880154513
5,1731.534161404511,1880.8586814523107,2224.870880154513
6,1824.9208801545117,1959.5831539866756,2437.9841614045126
7,1892.4453949204276,2035.92432372572,2437.9841614045126
8,1985.417755154513,2106.443904567105,2437.9841614045126
9,2064.437286404513,2180.181079982697,2603.270098904515
10,2141.4133636704287,2260.936191006106,2603.270098904515
11,2208.1724426545134,2328.3732152678103,2663.133380154516
12,2277.613848904513,2384.456301205311,2706.234942654516
13,2337.4771301545134,2449.8729359099925,2706.234942654516
14,2409.3130676545143,2509.8552503021747,2739.758380154516
15,2469.1130676545126,2558.876020779516,2782.859942654516
16,2505.0943176545143,2599.304567654518,2849.9068176545165
17,2536.159942654513,2640.4016848420188,2849.9068176545165
18,2588.902911404515,2681.3053410920197,2849.9068176545165
19,2632.004473904516,2711.66989577952,2849.9068176545165
20,2663.133380154516,2735.3278645295186,2849.9068176545165
21,2687.078692654516,2755.46523952952,2888.219317654517
22,2720.602130154516,2776.8975598420193,2890.613848904517
23,2744.547442654516,2799.214591092019,2962.449786404517
24,2758.914630154516,2813.4381067170198,2962.449786404517
25,2773.281817654516,2830.439278592018,3041.469317654517
26,2792.438067654516,2845.7642785920184,3041.469317654517
27,2816.383380154516,2861.9752551545184,3041.4693176545165
28,2833.1450989045165,2879.455333279518,3041.4693176545165
29,2847.5122864045165,2890.6138489045184,3041.4693176545165
30,2854.6958801545165,2900.694825467018,3051.0474426545165
31,2861.8794739045165,2908.884122342018,3051.0474426545165
32,2866.6685364045165,2917.911505154518,3051.0474426545165
33,2885.8247864045165,2933.284395779518,3051.0474426545165
34,2897.7974426545165,2946.286700467018,3051.0474426545165
35,2909.7700989045165,2960.246817654518,3051.0474426545165
36,2931.3208801545165,2975.5718176545174,3051.0474426545165
37,2938.5044739045165,2979.450958279517,3051.0474426545165
38,2950.4771301545165,2984.886544217017,3051.0474426545165
39,2960.0552551545165,2991.160216092017,3051.0474426545165
40,2964.8443176545165,2998.583262967017,3051.0474426545165
41,2974.4224426545165,3004.8808801545174,3063.0200989045165
42,2979.2115051545165,3009.526270779517,3063.0200989045165
43,2981.606036404516,3012.256036404517,3063.0200989045165
44,2988.789630154516,3015.799942654517,3063.0200989045165
45,2995.973223904516,3018.1226379670165,3063.0200989045165
